NameOfStation;Line;Year;Quarter;IncomingPassengers;OutgoingPassengers;global_id
Алтуфьево;Серпуховско-Тимирязевская линия;2021;II квартал;3744342;3670627;1139049714
Бибирево;Серпуховско-Тимирязевская линия;2021;II квартал;2336897;2353060;1139049715
Отрадное;Серпуховско-Тимирязевская линия;2021;II квартал;3948893;3987619;1139049716
Владыкино;Серпуховско-Тимирязевская линия;2021;II квартал;1311920;1540392;1139049717
Тимирязевская;Серпуховско-Тимирязевская линия;2021;II квартал;1716616;1689874;1139049718
Дмитровская;Серпуховско-Тимирязевская линия;2021;II квартал;2747621;2792649;1139049719
Савёловская;Серпуховско-Тимирязевская линия;2021;II квартал;3236004;3252978;1139049720
Менделеевская;Серпуховско-Тимирязевская линия;2021;II квартал;3637756;3826231;1139049721
Цветной бульвар;Серпуховско-Тимирязевская линия;2021;II квартал;1779021;1842080;1139049722
Чеховская;Серпуховско-Тимирязевская линия;2021;II квартал;1711195;1796943;1139049723
Боровицкая;Серпуховско-Тимирязевская линия;2021;II квартал;514499;539813;1139049724
Полянка;Серпуховско-Тимирязевская линия;2021;II квартал;1212874;1271759;1139049725
Серпуховская;Серпуховско-Тимирязевская линия;2021;II квартал;1586419;1657539;1139049726
Тульская;Серпуховско-Тимирязевская линия;2021;II квартал;2808291;2903805;1139049727
Нагатинская;Серпуховско-Тимирязевская линия;2021;II квартал;3265648;3347560;1139049728
Нагорная;Серпуховско-Тимирязевская линия;2021;II квартал;1195873;1216863;1139049729
Севастопольская;Серпуховско-Тимирязевская линия;2021;II квартал;2056936;2084993;1139049730
